id,author_id,content,possibly_sensitive,language,source,retweet_count,reply_count,like_count,quote_count,created_at
1504756243969490950,1461324154381103112,"$150 | 2.100.000 IDR in 12 Hours 🦄

- RT &amp; Follow @HectorDAO_HEC",false,en,Twitter for iPhone,11500,3006,2260,3,2022-03-18 09:47:00+00
1497815959637151744,1449414811436023812,"giveaway 100$ | 1,400,000 IDR

-- rt &amp; follow @FynnToTheMoon

ends in 8 hours good luck 🍒",false,en,Twitter for Android,7116,2178,1399,3,2022-02-27 06:08:47+00
1497839586822656001,1363765131172220933,"$75 || 1,05 JT in 5 HOURS 

RT &amp; Follow @GlazeCrypto (🔔)",false,en,Twitter for iPhone,7137,3432,1537,3,2022-02-27 07:42:40+00
420419735072014336,116362700,Winston is the truth,false,en,Twitter for iPhone,5956,563,4893,3,2014-01-07 05:00:50+00
1497806386511499264,1363765131172220933,"$75 || 1,05 JT in 5 HOURS 

RT &amp; Follow @WeDoNFT",false,en,Twitter for iPhone,5754,2039,1274,3,2022-02-27 05:30:45+00
1497748922038554628,1431348193862701058,"$200 | 2.8 JT • 24hrs • rt

➡️ follow @HYPEALIENS + rt like 📌",false,en,Twitter for Android,6040,3572,1416,4,2022-02-27 01:42:24+00
1507370398949720075,818623158555181072,🚨 #BTS_Butter by #BTS is My trending Song Choice @BTS_twt,false,en,Twitter for Android,6305,588,3015,4,2022-03-25 14:54:43+00
1497833458260844547,1200355745600069635,"$50 in 4 hours 🦊🐺 

-RT + Follow @Alphawolf_1_",false,en,Twitter for Android,5725,1623,1208,4,2022-02-27 07:18:19+00
420630267108159488,1455032653,For the people that criticize the way that I talk this is for y'all. The Florida state Seminoles are national champions! That is all.,false,en,Twitter for iPhone,17327,1493,14199,4,2014-01-07 18:57:25+00
1502264446604877832,4920946291,"$50 or 700rb Giveaway || 4 hrs ➕

RT + Follow @taegiveaway (🔔)",false,en,Twitter Web App,6072,2283,1205,4,2022-03-11 12:45:29+00
1497828900969213953,2411626783,"$50 GIVEAWAY | 4 HOURS 

- retweet 
- follow @princesspromos_",false,en,Twitter for Android,5445,1772,1077,4,2022-02-27 07:00:12+00
1497749187261505536,4920946291,"$100 or 1,4jt  Giveaway || 24hrs 💫
 
RT + Follow @shryxsi",false,en,Twitter Web App,5604,1900,1215,4,2022-02-27 01:43:27+00
1504099077717639169,1449414811436023812,"giveaway 400$ | 5,600,000 IDR

-- rt like &amp; follow @DeathFiat

-- visit https://t.co/7YGuxUncnk (proof!)

ends in 72 hours good luck 🍒

📢 Check out new web site https://t.co/7YGuxUncnk from @DeathFiat to get the hottest news and new NFT projects dont miss out 🚀 https://t.co/VPDRXE5Rlo",false,en,Twitter for Android,6034,9113,3431,4,2022-03-16 14:15:39+00
1498150945019940867,2411626783,"$100 GIVEAWAY | 12 HOURS 

- rt &amp; follow @chocogiveaways",false,en,Twitter for Android,6389,2417,1559,4,2022-02-28 04:19:54+00
1498112312997154821,1200355745600069635,"$100 in 12 hours 🚀🌕

-RT + follow @RockiApp",false,en,Twitter Web App,7707,2624,1979,5,2022-02-28 01:46:23+00
1497407153572773891,1305904514487083008,"|| 100 USD || 1,4 JUTA IDR || 
|| one winner || Garangan 02 ||

Retweet this, follow me and follow:

@Xenos_Giveaway

RT &amp; like tweet below

Winner will be picked in 24 hours. https://t.co/qtNulEo44w https://t.co/8H4aAz2GmO",false,en,Twitter for Android,5460,2558,1324,5,2022-02-26 03:04:20+00
565993090746695681,68034431,"Biz siyasiler, tavrımızı ortaya koymak zorundayız. Halk bize ""Benim can güvenliğimi, mal güvenliğimi sağlayacaksın."" diye oy veriyor.",false,tr,Twitter for Android,5769,525,5781,5,2015-02-12 21:57:23+00
1497832374511747072,1353767790625255424,"$50 | 700K - ends soon👀

RT &amp; Follow me (🔔)",false,en,Twitter for iPhone,6194,2107,1194,5,2022-02-27 07:14:01+00
1498897344280281091,1449414811436023812,"giveaway 75$ | 1,050,000 IDR

-- rt &amp; follow @nft_aspect 

ends in 5 hours good luck 🍒",false,en,Twitter for Android,6467,1972,1172,5,2022-03-02 05:45:49+00
1504100486089113601,1634739326,"GIVEAWAY $35 | 500.000 IDR 🙋‍♀️

• RT, Like &amp; Follow me 🔔",false,en,Twitter for iPhone,10339,3093,8482,5,2022-03-16 14:21:15+00
1504696096999714818,1449414811436023812,50$ rt &amp; rt pinned,false,en,Twitter for Android,7512,2210,1488,6,2022-03-18 05:48:00+00
1498143098022420480,4920946291,"$60 or 840rb Giveaway || 6 hrs ⚰️

Rt + Follow @ladyincrypto",false,en,Twitter Web App,7480,2076,1427,6,2022-02-28 03:48:43+00
1498169462654386177,1449414811436023812,50$ rt &amp; rt pin in 60 mins,false,en,Twitter for Android,5231,2044,1148,6,2022-02-28 05:33:29+00
1497564798766043137,1200355745600069635,"$250 in 48 hours ⭐⏳

-RT + Follow @EarnGuild  
-Join https://t.co/cyjZIBLlkz + proof https://t.co/8uy6tjDtGe",false,en,Twitter for Android,6162,10597,1812,6,2022-02-26 13:30:46+00
1497812327772557314,1347140802577788928,"$50 • 700K GIVEAWAY 💜

RT &amp; Follow me (🔔)",false,en,Twitter for iPhone,7442,2795,1683,6,2022-02-27 05:54:21+00
1497804694496100353,1353847968919547904,"$200 || 2.800.000 IDR || 72 HOURS 🍉

- retweet, like &amp; follow @Paragenio https://t.co/YbxQpvD0L7",false,en,Twitter for Android,10923,4150,8944,7,2022-02-27 05:24:01+00
1497526650279395329,1200355745600069635,"$150 in 24 hours ⛅☀

-RT + Follow @CryptoBabyFil",false,en,Twitter for Android,8523,2917,2225,7,2022-02-26 10:59:10+00
1497807802596687874,1389658584196149251,"$50 | 700.000 IDR • End 5 hour

RT Like &amp; Follow me",false,en,Twitter for iPhone,6766,1947,5860,8,2022-02-27 05:36:22+00
1502255972701847554,4574226553,"$200 | 2.8 jt idr ~ RT in 48h

☑️ follow me 🔔",false,en,Twitter for iPhone,9710,5293,2560,8,2022-03-11 12:11:49+00
1497962984542715904,1449414811436023812,"giveaway 300$ | 4,200,000 IDR
iphone 7plus for one winner✨

-- rt &amp; follow @DonYakka 

ends in 48 hours good luck 🍒 https://t.co/cMFbRJ5fTF",false,en,Twitter for Android,15753,4952,3812,8,2022-02-27 15:53:00+00
1497627179517353984,4920946291,"$200 or 2,8jt Giveaway || 48hrs 💎

RT + Follow @cryptogems555 + RT📌",false,en,Twitter Web App,7770,5201,1904,8,2022-02-26 17:38:38+00
1507637010252505088,1363765131172220933,"$100 || 1,4 JT in 8 HOURS 

RT &amp; Follow @wijn010",false,en,Twitter for iPhone,8560,2674,1843,9,2022-03-26 08:34:08+00
1504813561347858432,1305904514487083008,"|| 150 USD || 2,1 JUTA IDR || 
|| one winner || Garangan 04 ||

Retweet this, follow me and follow:

@gemhostofficial

Winner will be picked in 48 hours. https://t.co/qCe8GFHrgD",false,en,Twitter for Android,11402,2877,2480,9,2022-03-18 13:34:45+00
1507304515690590209,1449414811436023812,"giveaway 200$ | 2,800,000 IDR

-- rt &amp; follow @DonYakka 

ends in 24 hours good luck 🍒",false,en,Twitter for Android,15250,3862,3025,9,2022-03-25 10:32:55+00
1497827575732731905,1308441303772872705,"$100 • 1.4 JT • 24 HRS 💌

- RT &amp; Follow @FynnToTheMoon",false,en,Twitter for Android,6537,2686,1744,9,2022-02-27 06:54:57+00
385468973971951616,15464697,"Can I burn down your house? 

No

Just the 2nd floor?

No

Garage?

No

Let's talk about what I can burn down.

No

YOU AREN'T COMPROMISING!",false,en,TweetDeck,17689,531,8148,12,2013-10-02 18:18:59+00
1497960709409636353,1200355745600069635,"$250 in 48 hours 💎🚀

-RT + follow @DonYakka",false,en,Twitter for iPhone,15323,5259,4391,13,2022-02-27 15:43:58+00
1497595639600861189,1370707605702729732,After testing? $POODL formally announces its partnership with https://t.co/ENDflc27WY to allow anyone outside the US to buy our #Crypto #BSCGem #altcoin with debit/credit card or bank transfer. Fully licensed &amp; regulated @guardarian_com is our #FIAT currency gateway provider. 🚀,false,en,Twitter for Android,6495,197,6705,14,2022-02-26 15:33:19+00
1497324431613435904,1408201157034471424,"Do you follow us on instagram at https://t.co/xtRwTn0iPi? 

If not, you're missing out on our giveaway for 1000 GRC! https://t.co/BBlMs6k4Dg",false,en,Twitter Web App,5792,941,2508,14,2022-02-25 21:35:38+00
1504694759385808901,1449414811436023812,"giveaway 500$ | 7,000,000 IDR

✅ 250$  rt &amp; follow 👇
@TheKarmaCats &amp; @EMRGENTx 

✅ 250$ BONUS 
-- join discord 👇 ( proof! )
https://t.co/aumnUz70em

ends in 4 days good luck 🍒 https://t.co/9dZQEpDhDf",false,en,Twitter for Android,13682,10650,3595,16,2022-03-18 05:42:41+00
1501872016370065417,2228960582,"I will send one random person $500 in 72hrs all you have to do is RT and be following myself &amp; @Socaverse 

RT sponsors 📌 

Additional $250 to winner if they are a member of TG -

https://t.co/liI6SyfgG7

Goodluck beautiful people 💖 

#Sponsored #AD #DYOR https://t.co/X7Q737NJP4",false,en,Twitter for Android,5297,6072,2095,17,2022-03-10 10:46:06+00
1502615778117496834,2228960582,"I will send one random person $250 all you have to do is RT and be following myself with notifications on

I will draw winner tonight 

Goodluck beautiful people 💖",false,en,Twitter for Android,7573,4310,3091,18,2022-03-12 12:01:33+00
1495469576209022993,68034431,"Güvenlik ve terörle mücadelede dayanışmamızı kararlılıkla sürdürüyoruz.

Eğitim ve kültür alanlarındaki iş birliğimizi geliştirmek istiyoruz.

2018 yılında 36,5 milyon dolar olan ticaret hacmimizi neredeyse ikiye katladık. 250 milyon dolar hedefimize emin adımlarla ilerliyoruz. https://t.co/pVpILYIWXq",false,tr,TweetDeck,5171,281,19523,18,2022-02-20 18:45:06+00
1498619835701510145,2343348238,"هديتك جوال📲اوقيمته500﷼
تابع @smah2088
تابع @ms11050
السحب من الرتويت الكتروني موثق https://t.co/tMg40eU9wP",false,ar,Twitter for Android,6669,1202,2328,18,2022-03-01 11:23:06+00
1503424526432055309,68034431,"Almanya’daki 3 milyonluk Türk toplumunu, ülkelerimizi birbirine daha da yakınlaştıran ortak bir zenginlik olarak görüyoruz. Bundan sonra da Avrupalı Türkleri her alanda teşvik etmeyi sürdüreceğiz.",false,tr,TweetDeck,5096,223,18346,21,2022-03-14 17:35:14+00
1504982050021027844,1499116519556530179,"👀  If you’re seeing this, you are early! 

To celebrate the opening of our Discord :

🎉 We are giving away 20 x WL SPOTS 

1️⃣ RT &amp; Like 
2️⃣ Tag 3 #NFT friends 

Join Discord : https://t.co/ajvAyvbAaD

24h⏳

#NFTGiveaways #NFTCommmunity #NFTs https://t.co/WRAPpJId9N",false,en,Twitter Web App,5838,177,1982,23,2022-03-19 00:44:16+00
1497575892515790851,1481585249859559430,"Dear pirates... the wait is over !

🔥The presale is sold-out...🔥 
It is time for the Meta Pirates to go and conquer the Metaverse !

THE PUBLIC MINT IS IN 3 HOURS
Saturday, February 26th 🌊 12PM EST, 5PM UTC

Giving away 3 NFTs under this post. Tag 2 friends &amp; RT to enter🚀🌊🔥 https://t.co/RfBnktD3ni",false,en,Twitter for iPhone,6126,2591,6054,23,2022-02-26 14:14:51+00
1503747671005274115,68034431,"Türk milletinin iyilik sancağını yeryüzünde iftiharla dalgalandıran Türkiye Diyanet Vakfımızın en prestijli faaliyetlerinden birisi de 6’ncısını tevcih ettiğimiz Uluslararası İyilik Ödülleri'dir.

İyilik hikâyeleriyle bizlere umut aşılayan her bir kardeşime teşekkür ediyorum.",false,tr,TweetDeck,6112,508,23569,24,2022-03-15 14:59:17+00
1495469848796798987,68034431,"Afrika ülkeleriyle ilişkilerimizi samimiyet, kardeşlik ve dayanışma temelinde geliştirmeye, kalkınma çabalarında Kongo Demokratik Cumhuriyeti’nin yanında olmaya devam edeceğiz. 🇹🇷 🇨🇩 https://t.co/G37eQAAaM1",false,tr,TweetDeck,5006,324,18958,24,2022-02-20 18:46:11+00
1496829859733159941,2391803805,"|| 500﷼ || 130$  || 📱🔥

•تابع @MTITUAE21 
•ريتويت لتغريدة 👆🏻RT+Follow https://t.co/9Dpl0wMA7G",false,ar,Twitter for iPhone,7493,1185,2572,24,2022-02-24 12:50:22+00
1503953404552486914,1835943590,"🚨🚨🚨NFT GIVEAWAY🚨🚨🚨

I am giving away 3 WL spots for @SmallBrosNFT
 courtesy of their team! 

How to enter:
- Follow both the @SmallBrosNFT and my Twitter pages
- LIKE &amp; RETWEET
- Tag up to 3 friends (Every tag is an extra entry)

I will be picking winners in 48 hours. https://t.co/0XYTxgwfcq",false,en,Twitter Web App,5676,17221,5727,26,2022-03-16 04:36:48+00
1504440917146673159,1434142295998226435,"🐉We are super excited to be unveiling the teaser of Dragons Of Midgard 🔥

Any interaction with this post will get a chance to get a WL spot 🎆

#NFT #NFTGiveaways #P2EGame #Metaverse #Etherum #Layer2 https://t.co/4ln3uCGRTN",false,en,Twitter Web App,5466,247,1695,26,2022-03-17 12:54:00+00
1501658377558138886,2228960582,"I will send one random person $1000 in 72hrs all you have to do is RT and be following myself &amp; @CryptoDefiGems 

Turn nofications on for both and RT sponsors 📌 tweet.

Goodluck beautiful people 💖",false,en,Twitter for Android,11794,6956,3764,27,2022-03-09 20:37:11+00
1501639152651190277,68034431,"@Isaac_Herzog Filistin halkına yönelik insani projeler yürüten TİKA ve Türk Kızılay gibi kuruluşlarımızın faaliyetlerinin devamı hususunda İsrail makamlarının desteğini bekliyoruz.

Önümüzdeki dönemin bölgesel iş birliği açısından da fırsatları beraberinde getireceğine inanıyoruz.",false,tr,TweetDeck,5944,369,21285,29,2022-03-09 19:20:47+00
1506385423345627137,68034431,"CEV Kupası şampiyonu olan Eczacıbaşı Dynavit Kadın Voleybol Takımımız ile CEV Challenge Kupası’nda ikinci olan Halkbank Erkek Voleybol Takımımızı, bizlere yaşattıkları gurur için gönülden tebrik ediyorum. 🇹🇷 🏐",false,tr,TweetDeck,5251,1173,26591,30,2022-03-22 21:40:46+00
1496442551339040769,2343348238,"||800﷼ || 213$ || 3day || 
•تابع @Alphawolf_1_ 
رتويت المثبتة ☝️📌
•ريتويت لتغريدة RT+Follow https https://t.co/mnODqmFqJC",false,ar,Twitter for Android,7096,1311,2584,31,2022-02-23 11:11:21+00
1497745539458293761,2228960582,"I will send one random person $500 in 72hrs all you have to do is RT and be following myself &amp; @CopyCatClanNFT with 🔔 turned on.

RT sponsors 📌 tweet

Goodluck beautiful people 💖 

#Sponsored #AD #DYOR",false,en,Twitter for Android,8295,6676,3223,32,2022-02-27 01:28:58+00
1495843959964409861,1002909276426440705,"|| 700﷼ || 200$ || 48h || 

•تابع @cryptoxfire 
•تابع @CryptonicSteel 
•تابع @CcryptoRed 

•ريتويت لتغريدة RT+Follow https://t.co/OKFCyHguUx",false,ar,Twitter for iPhone,6951,1363,2339,35,2022-02-21 19:32:46+00
1503422140745457666,68034431,"Bugün ülkemize ilk resmî ziyaretini gerçekleştiren dost ve müttefik Almanya Federal Cumhuriyeti Şansölyesi Sayın Olaf Scholz ile ikili ilişkilerin yanı sıra Ukrayna ve Rusya bağlamındaki gelişmeleri ele aldık.

NATO müttefiki iki ülke olarak müşterek görüş ve endişelere sahibiz.",false,tr,TweetDeck,6373,1344,26365,35,2022-03-14 17:25:45+00
1497619526288310275,1240988030204141568,"$500 • 20 hours - Repost 

Follow me 🔔

9pm",false,en,Twitter for iPhone,11690,7932,3301,35,2022-02-26 17:08:14+00
1503423027832315915,68034431,"Gayretlerimiz sonucu Rusya ve Ukrayna Dışişleri Bakanlarının Antalya’da bir araya gelmesi bile diplomasinin hanesine kaydedilmiş önemli bir başarıdır.

Kalıcı ateşkesin tesisi konusundaki çabalarımızı yılmadan sürdürmeye devam edeceğiz.",false,tr,TweetDeck,5356,225,15537,36,2022-03-14 17:29:16+00
1504090490999869443,1416070452372459523,"Lost Eden X Rarity Sniper 🌑

We've partnered with @LostEdenNFT to be their Exclusive Rarity Partner!

And... We're giving away 5 WL spots now! 

To enter:
1. Follow @RaritySniperNFT
2. Follow @LostEdenNFT
3. Like, Retweet &amp; Tag 3 friends
*24h to enter https://t.co/aqFGwGmoD4",false,en,Twitter Web App,6562,7947,6772,36,2022-03-16 13:41:32+00
1495455927079686144,68034431,"Kongo Demokratik Cumhuriyeti Cumhurbaşkanı Felix Tshisekedi ile Ortak Basın Toplantısı

https://t.co/I0u0UoUoOC",false,tr,TweetDeck,5138,605,18587,37,2022-02-20 17:50:51+00
1505940547952775171,68034431,"Gönül gözüyle baktığı dünyamızı eserleriyle, dizeleriyle, nefesiyle aydınlatan halk ozanımız, büyük usta Âşık Veysel’i vefatının yıl dönümünde saygıyla, rahmetle yâd ediyorum. https://t.co/zoyU5FEfQ2",false,tr,Twitter Media Studio,5177,346,19317,37,2022-03-21 16:13:00+00
1504080470660816902,68034431,"Bugün şehit yakını ve gazilerimizin devlet övünç madalyalarını tevdi ettik. Aziz şehitlerimizin emanetlerine sahip çıkmayı, gazilerimizin gönül huzuru içinde yaşamasını en öncelikli vazifelerimiz olarak görüyoruz.

Devletimiz iyi ve kötü günlerinizde her daim sizlerin yanındadır. https://t.co/kVfWkpmyog",false,tr,Twitter Media Studio,6221,637,24021,43,2022-03-16 13:01:43+00
1494315698994266117,68034431,"Mesleki Eğitim Kanunu'nda yaptığımız önemli değişiklikler sonucu mesleki eğitim merkezlerimizdeki kayıtlı öğrenci sayısı iki aydan daha kısa bir sürede 159 binden 335 bine yükseldi. 

Hedefimiz 2022 sonuna kadar 1 milyon kayıtlı öğrenci... https://t.co/srGtCtF9cP",false,tr,Twitter Media Studio,5501,612,16182,44,2022-02-17 14:20:00+00
1506246815708028945,1225440114832281600,"🎁 #Concours
Tentez de remporter un PC portable @AsusFrance 15.6'' FHD 144Hz équipé d'une RTX 3060.
Et découvrez nos offres sur une sélection de produits ASUS : https://t.co/gIH1YiWTsf

Pour cela :
✔️ RT + FOLLOW @CdiscountGaming

🍀 TAS le 25/03 https://t.co/oEQzOiCUKp",false,fr,Pickaw,8349,706,3478,44,2022-03-22 12:30:00+00
1461375877342707712,1308787990064435200,"Bravo pour les 100K abonnés 🎉
Petit cadeau 300€ en EGLD pour 3 gagnants (100 € chacun) 🎁

Follow @crypto_futur et RT

On fera le tirage au sort en live https://t.co/sxsQtjEvHq",false,fr,Twitter Web App,6981,499,2885,44,2021-11-18 16:48:54+00
1504081789933199365,1485101537924116480,"Hi, my name is ゆみ(Yumi) and I'll be your guide to Web3!

#Web3 #NFT #anime #Metaverse #0xGakuen #ZeroXGakuen https://t.co/bOzq7lVu0S",false,en,Twitter Web App,12043,236,11472,44,2022-03-16 13:06:57+00
1505954892954812428,68034431,"Down Sendromu Farkındalık Günü’nde özel gereksinimli tüm yavrularımız ile onların fedakâr ailelerine en kalbî selam ve muhabbetlerimi iletiyorum.

Dünyamız varlığınızla daha zengin, daha özel, daha güzel. İyi ki varsınız... https://t.co/ITR9eDki2l",false,tr,Twitter Media Studio,6505,739,24557,45,2022-03-21 17:10:00+00
1503353727893319682,68034431,"Hekimlerimizin ve tüm sağlık çalışanlarımızın #14MartTıpBayramı'nı tebrik ediyorum.

Salgın döneminde sağlık sistemimizin ayakta tutulması için gece gündüz gayret gösteren hekimlerimiz ile sağlık çalışanlarımızın tamamına şükranlarımı sunuyorum. https://t.co/xjXKHQDpzZ",false,tr,Twitter Media Studio,5142,637,16775,45,2022-03-14 12:53:54+00
1498634951893430277,1495566931478335488,"🎁 ETH + NFT GIVEAWAY 🎁

Prize:
🤖 0.2 ETH + 3 x Retrobots NFTs 🤖

1️⃣ Follow @retrobotsnft
2️⃣ Like + RT this post 
3️⃣ Comments ‘🤖🤖🤖’ below

🎊 Comp runs for 24 hours 🎊

#NFTs #NFTdrop #NFTgiveaway #NFT #NFTcommunity #NFTproject",false,en,Twitter for iPhone,8234,14327,7895,45,2022-03-01 12:23:10+00
1504846337656954883,68034431,"Ülkemizin bu yatırımla sadece zamandan, akaryakıt tüketiminden ve karbon salınımı azalımından kazancı yıllık 415 milyon avro olacaktır.

Şehirlerimiz arasında güvenli, konforlu ve hızlı bir şekilde yapılacak seyahatin kolaylığına, rahatlığına, huzuruna ise değer biçemeyiz... https://t.co/7VIGSEhpzs",false,tr,Twitter Media Studio,6189,429,19226,45,2022-03-18 15:45:00+00
1502255469569601537,1469590080301850631,"KaijuFrenz 🤝 Web3SG

Collab giveaway  
🦖 5 WL spots for KaijuFrenz

To enter: 
1. Follow 
@KaijuFrenz and @web3sg 
2. Like &amp; RT
3. Tag your Frenz (every tag +1 entry) 
4. Turn on notifications https://t.co/aC6RktiKuA",false,en,Twitter Web App,8342,15947,8677,46,2022-03-11 12:09:49+00
1503596855086616577,808513538,"🔥🔥🔥 WL GIVEAWAY🔥🔥🔥

I am giving away five (5) @SmallBrosNFT WL spots courtesy of the team! 

How to enter: 

- Follow @SmallBrosNFT, @takoa__ and @TakoaGiving
- LIKE &amp; RETWEET
- Tag up to 3 friends (Every tag is an extra entry) 

I will be picking 5 winners in 24 hours! https://t.co/tISL4mDcQe",false,en,TweetDeck,5934,15416,6076,47,2022-03-15 05:00:00+00
1498387771572080642,68034431,"Gençlerimize TÜBİTAK’la ilgili bir müjdemiz daha var. STAR dediğimiz Stajyer Araştırmacı Burs Programı’nı yeniden açıyoruz.

Gençlerimiz maddi katkının ötesinde bilim ve teknoloji alanlarında araştırma yapacak, kıymeti parayla ölçülemeyecek tecrübeler edinecekler. Hayırlı olsun. https://t.co/SxxPEysmg3",false,tr,Twitter Media Studio,5828,745,18821,47,2022-02-28 20:00:58+00
1496754883860779013,983091083805474816,"I’m in Kiev. Things are really scary for me and family. We are stocking up on food, meds. Internet might go out soon. Please wish me luck, and if you want to help please donate to my Patreon, and stay subscribed if you are, it is our only income now. thank you everyone so much",false,en,Twitter for iPhone,8257,263,29145,47,2022-02-24 07:52:27+00
1501349006814769160,168683422,"[기사] #방탄소년단, 빌보드차트 붙박이…'디지털송 세일즈' 28위
https://t.co/DmD90ngGJu",false,ko,Twitter for Android,19325,226,117489,47,2022-03-09 00:07:51+00
1507335808138633217,1482204024598188032,"AVTR Studios presents Tenjin Metaverse Showcase Land T1
AAA Studios Team Composition UE5 tech - (https://t.co/96thhqTp0R)
Medium Updated - (https://t.co/fE7TxH3SZe)

Tenjin Staking updated next AVTR Medium 
Land can be obtained through Bull Empire Staking

#sol #eth #metaverse https://t.co/LApXUsZf3H",false,en,Twitter Web App,8443,3519,8249,47,2022-03-25 12:37:16+00
1504142288783556610,68034431,"Bugün stratejik ortağımız ve müttefikimiz Polonya’nın Cumhurbaşkanı, değerli dostum Sayın @AndrzejDuda’yı Ankara’da ağırladık.

Bu ziyaret, Türkiye - Polonya ilişkilerinin her alanda geliştirilmesi yönündeki irademizin somut bir göstergesidir. 🇹🇷🇵🇱 https://t.co/4XbRcClrna",false,tr,TweetDeck,5395,1075,23431,49,2022-03-16 17:07:21+00
1495469294842429440,68034431,"Bugün Kongo Demokratik Cumhuriyeti'ne bir ziyaret gerçekleştirdik. Böylelikle değerli dostum, Cumhurbaşkanı Tshisekedi ile son 6 ayda üçüncü kez bir araya geldik. 

Görüşmelerimizde ülkelerimiz arasındaki ilişkileri ve iş birliği imkânlarını ayrıntılı şekilde gözden geçirdik. https://t.co/E1x0YnCU27",false,tr,TweetDeck,6209,540,25970,49,2022-02-20 18:43:59+00
1501267961876819976,1439645193532317699,"🌽 Pionners!
2️⃣ The next round of the Chaincorn Pionner Program is open!
💰Total reward pool: $166 500

⏳ Time is limited!
🚀 Join now: https://t.co/WMmpDSZlF3

#chaincorn #cornx #layer0 #layerzero #pioneers https://t.co/9BibpsQZDm",false,en,Twitter Web App,5776,2223,4666,49,2022-03-08 18:45:48+00
1498361998047727617,1321502344660439040,"🎉 @WabiSabiNFT WHITELIST SPOTS GIVEAWAY! 🎉

To enter:

- Follow @ryandcrypto &amp; @WabiSabiNFT 
- Like + RT
- Tag 2 friends!

Giveaway ends in 16 hours!

Disclaimer: My alpha group was given whitelist spots for this drop. https://t.co/d24CXU6SfM",false,en,Twitter Web App,7029,10119,6691,50,2022-02-28 18:18:33+00
393372823231942656,21111883,This is what sight-seeing looks like when you have the flu... Haha (earlier this year) #Russia http://t.co/NHESac8IUU,false,en,Echofon,18480,2597,17530,51,2013-10-24 13:46:04+00
1505925438660558848,68034431,"Milletimizin ve gönül coğrafyamızdaki tüm kardeşlerimizin, tabiatın uyanışını ve baharın gelişini müjdeleyen Nevruz’unu tebrik ediyorum. https://t.co/N99XecQsWl",false,tr,Twitter Media Studio,6077,807,25805,52,2022-03-21 15:12:57+00
1496810102896177160,68034431,"Uluslararası Demokratlar Birliği Heyetini Kabul

https://t.co/cgAzJWJ1ap",false,tr,TweetDeck,5123,483,17577,52,2022-02-24 11:31:52+00
